,const,Vital_A,Vital_B,Vital_C,Vital_D,Vital_E,Vital_F,Vital_G,Lab_A,Lab_B,Lab_C,Lab_D,Lab_E,Lab_F,Lab_G,Lab_H,Lab_I,Lab_J,Lab_K,Lab_L,Lab_M,Age,perf_metric
0,1.555390974039831,0.028747264362711206,-0.024796821191820258,-0.03682949335372297,0.04214185798019239,0.119316582052072,-0.007641987213737739,-0.025621156998932824,0.0008000106645358177,-0.008062477762229223,-0.11931141641304766,-0.1215429162000678,-0.19665302142627508,-0.0041745413804988585,-0.20475694332743533,0.5029468816619622,-0.0033170867563821465,-0.10466168908149662,0.018561651022632027,0.12628948562889758,0.027327648484153155,0.04574153951337974,1.0316978365476808
1,12.422825227177118,0.027237885101317402,-0.03999929108961759,-0.05847371283936195,0.08550922390167986,0.12722150548420091,-0.2751363630326349,-0.06714971380812115,0.005917952491218791,0.06611667570788059,-0.08862426774693671,-0.25123332774838764,-0.0693054663972732,0.041369617243094334,-0.25299309090992517,0.45250673265985936,-0.001913387589209709,-0.27533578692382366,0.03455066447250889,0.030955718549569716,0.018544324469328667,0.038522524395415675,1.0189982389330516
2,13.449440316805527,0.02658587818385678,-0.0412938047785084,-0.058821371558716154,0.08819578491365423,0.1262410698370461,-0.28484515085686135,-0.07292223321401774,0.006296467367133996,0.06310192712246807,-0.09088918268468722,-0.2515195707271403,-0.06775486345926723,0.03414740716399077,-0.2326930852057,0.44898113621870506,-0.0018363579679439004,-0.26928810152109894,0.034597835190330245,0.029888979229125444,0.01748148902987265,0.03796239497062913,1.022769764938563
3,1.5141360515302902,0.029596712148300043,-0.024973664617176657,-0.039557966129641145,0.04431289219337374,0.12214720160670188,-0.03239853729005293,-0.02240041081266915,0.0009544238118033815,0.008255072274390693,-0.11087539387609519,-0.14086778676182488,-0.17977989182489074,0.014740029059438414,-0.2457423401673846,0.5010857306546896,-0.003230372422903553,-0.1407337134733328,0.02092445959258188,0.11350229360764916,0.027747059665807546,0.045567165521177365,1.0226339746766526
4,-11.639582378468619,0.028826417126420964,-0.03460544044244174,-0.021261218348218695,0.04686064040866071,0.18319305207982026,0.18896097705617226,-0.02436224906816674,-0.0004544425715584321,0.17586325152075766,-0.004259162270522698,-0.2960139541602039,-0.04361434684758369,0.14740784515710836,-0.5756587346514321,0.36569582431145914,-0.0027670483013024555,-0.177356713955848,0.040582850137164,-0.0028322567868142787,0.041133834794499745,0.04491655438220458,1.027775750319613
5,17.734500568298273,0.023864421082814807,-0.04669706565916526,-0.0602724885103742,0.09940940910633,0.12214876117802337,-0.3253693368113342,-0.09701655415969059,0.007876376980551417,0.05051845795071519,-0.10034286895018014,-0.25271434023999295,-0.06128269381884101,0.0040021213109478065,-0.1479614770040949,0.4342654035888027,-0.0015148386647423774,-0.24404524604921102,0.034794724336042415,0.025436441654995617,0.013045246136603218,0.03562443173777444,1.0425292450506496
6,-14.509175719940753,0.027608610008846964,-0.03652599322322227,-0.013836587269037075,0.044750911067848544,0.19325845145135104,0.2686157146311002,-0.028766783142220493,-0.0009575287478112047,0.19296788306919915,0.009016325882229198,-0.3066457749824091,-0.034175360011972654,0.1535545650725747,-0.5984011214571081,0.33792962434688195,-0.002771038549503598,-0.14103592970977868,0.042035756795329136,-0.01290344529073472,0.04358916612458272,0.0449869864872259,1.0410902060936131
7,1.497770720415183,0.02993367785882645,-0.025043816275098267,-0.0406403184333237,0.04517411532990326,0.12327007430781264,-0.04221916267537326,-0.021122779573300825,0.0010156776484324646,0.014728047936261507,-0.1075289252921385,-0.14853373027260458,-0.17308652443798345,0.02224321145126107,-0.26200075369403,0.5003474344554374,-0.0031959738907177473,-0.15504305129909438,0.021861757307779534,0.108429768470514,0.02791343503251848,0.045497993457659584,1.0194745453330076
8,-4.899420985329462,0.03495173412836411,-0.032923180482809934,-0.07389984433153449,0.0762343333818292,0.1478249283446681,-0.18242800173260248,0.042073944446940875,-0.000266621036733013,0.12063406860467826,-0.08102826854046058,-0.28845691929554673,-0.09879491065542553,0.116235633795727,-0.4698964027365206,0.4416595264359445,-0.00349107014571354,-0.2606584656335521,0.03236395268808407,0.07000520961325393,0.03578581947435482,0.04764141182978196,1.0066985440375549
9,-14.468481811374401,0.027625879818746396,-0.03649875772677565,-0.01394187649378871,0.044780829290633796,0.1931157133024332,0.2674861250962676,-0.02870432212926229,-0.000950394446737718,0.1927253210649478,0.008828065234543006,-0.30649500437035776,-0.03430921495988319,0.1534673979975024,-0.5980786100420319,0.3383233788159433,-0.0027709819635086982,-0.1415509973508296,0.042015153022017665,-0.012760625045715845,0.04355434689525064,0.04498598768450335,1.040883982755548
