,const,age_1,race_1,prior_1,gender_1,juvenilecrime_1,currentcharge_1,perf_metric
0,-0.23072863501721774,3.119528635955046,0.5047403081380942,-1.14088744217994,0.26443255582740094,-0.11701808786165935,0.26637524727141326,1.0280150375677426
1,0.5503375078513236,0.775925211411174,0.8971121049770965,-1.1164378950493425,-0.3082861031677036,-0.6397869231994825,-0.1481166081839756,1.0284578308125505
2,0.10675926466776575,0.86968920217052,-0.01761164866417686,-0.696288509686298,0.6986969243687677,-0.5041154492383109,-0.18122876648306968,1.0187101703605783
3,0.9715399239429382,0.8668620546949594,-0.11013853648072724,-1.0771945904917146,0.6449695600080754,-1.3589901372342563,-0.331048794639543,1.0211648455607738
4,-1.0476206019723615,2.002564505719836,0.69110791811858,-0.32034561984776,1.4661016760169627,-0.6633076843896479,-0.03974750166255872,1.0438194597079193
5,0.4006154954019769,1.6628911931617758,0.17193847624984032,-0.5450109632276987,0.32176398555692454,-0.9498222397753023,0.6260178979904116,1.044544208154798
6,0.4727583071338298,1.5123621064717372,0.7498231911799393,-0.7688174604997395,0.29656116293723833,-1.1916006446857597,-0.2687727322342871,1.010683277778212
7,-0.039029930172068295,1.9174745806495521,0.4339122784506375,-1.1208907784388877,0.6443724837909947,-0.6036736887494807,-0.415360718106514,1.0100473021370497
8,-0.4498436918642523,3.6442855276520296,0.5333827702874182,-1.2337642278884435,0.22584296162354597,0.1252164955338908,0.43514292821800826,1.0483471077271398
9,0.49766679703405114,1.1396220976941938,0.6556751180554767,-0.9847786958375628,0.03913621987150001,-0.7526621758496164,-0.20151136594356497,1.0070819610966188
10,0.6489043470265702,1.4267456481416485,0.7322364432622475,-0.4707790115236076,0.17637959692084348,-1.1781287090205819,-0.5948316740945594,1.0164965743486292
11,1.2648958674000845,2.035337140435683,0.7755849313560003,-1.2819664270209894,-0.3071948022894237,-0.867258770997962,-0.2643655666916064,1.0429566988593837
12,0.38784669290292395,1.3929025466353704,0.3425362090762071,-0.8273994309187419,0.43712894865250884,-0.8032425770452445,-0.24198647700596324,1.0005194897740843
13,1.2165791336248222,1.3526042209480795,0.44539427701606943,-1.02839874815853,-0.21372967836172746,-1.249826981071207,0.07925259071073831,1.0167744070939182
14,0.4519471195254374,1.8060611673809281,0.420807614757993,-1.0609953529924239,0.4808598961736333,-0.7064917777995536,-0.6757342602122488,1.009785694870281
15,-0.13277120574083168,1.2265065869635854,0.8981855267496179,-0.5674002989775648,0.5436984762170355,-0.8679321327958636,-0.2267076239617712,1.0150971456636166
16,0.46286837004055037,1.5079337478750714,0.6290228514415268,-0.7997730101710654,0.3280617166829466,-1.073126828601316,-0.26358036554604863,1.0043877637400203
17,-0.56232742865328,2.3682432590852542,0.4528812651325993,-1.4088684195573355,0.926121691033321,-0.32189934618621974,-0.5891733295394508,1.0411121142765547
18,0.5821461325045939,0.5562832592933421,1.0429194877756554,-1.1959488411690287,-0.5180996047940585,-0.5716198814322446,-0.11587072082697294,1.0480484887614017
19,0.5532458420653246,1.8573594342178747,0.03140595748370406,-0.16264699498601953,0.23479134345965175,-1.1082011900319764,0.2536759088752746,1.0433275153887294
20,0.6586592026963329,1.4232266727966227,0.7473824886175269,-0.4523914140557191,0.166447703795456,-1.1931641087573188,-0.6111527432909727,1.0180915087833051
21,0.7957069886214468,1.7288961305898032,0.5698966964921737,-1.037079581139415,0.08828968482348482,-0.865707820578595,-0.2586819054750134,1.0080411142273304
22,0.15862041382035458,0.9662230296215852,0.04883629560899588,-0.720478716570544,0.6504371502218678,-0.5593049562475063,-0.19243867618049482,1.0133252366290257
23,1.5649981600710954,1.2859437228474313,0.45851739613343484,-1.1070754357384067,-0.4835869310201761,-1.4239080814679255,0.23002570979046272,1.0350861364012567
24,0.4521223091484993,1.81431883740442,0.4209279335011505,-1.0665753714457078,0.4834873672285553,-0.7022253773708125,-0.6871061058442586,1.0103128005790254
25,-0.43161012597234005,0.6232316132337483,0.37991709162710613,-0.9381805729239573,1.3295991636309878,-0.6082356073802,-0.2842305281293395,1.027982046501584
26,-0.805719109111666,1.9211636062992477,0.6465929350952979,-0.4068497713715377,1.2907067096037665,-0.6959120381057584,-0.07453083139276043,1.0311146267265694
27,-0.4610607738556779,1.0711523599400523,1.1717480671868696,-0.4045290434704789,0.6346403073469391,-0.8698523229449944,-0.21096308124425378,1.036694974382269
28,0.40029694244548353,1.664047395866921,0.17020217522838849,-0.5428139777489533,0.321325274881906,-0.9504280137210134,0.6322726661252777,1.045191900152971
29,0.4984134324938798,1.5238495501091618,1.0631869497453663,-0.6885167973188953,0.21484672455053347,-1.4989292530340785,-0.28224206141663905,1.0389972317959602
30,0.25364348945512827,1.959509721142555,0.441423754538258,-0.9355755541922625,0.349738075201615,-0.6524978557440037,-0.10669979986896441,1.0023243926743368
31,0.17820045268436163,2.6547793258341192,0.5790792633354741,-1.7515651392165923,0.762729502469322,-0.44534347639899985,-0.5527474625093608,1.0436945948055452
32,1.2638505373377107,2.034654404730672,0.7751266679463055,-1.2814208310074042,-0.30631368203640735,-0.8672553155556616,-0.2643529037701206,1.0428501613376353
33,0.6135883507966367,1.4679700961799966,0.4226827737137438,-0.8922370754795101,0.2532983071420226,-0.9485538270920691,-0.18168264589394123,1.0008020743597474
34,0.024692963265042,1.1055584232339999,0.6201897733110578,-0.9024955578740341,0.506199455969593,-0.6789525236378413,-0.3163267958646644,1.0051198357662887
35,-0.3728936353303973,1.7755159608825806,0.5669439077595605,-0.5616284787062916,0.9768789256621495,-0.7542498130306695,-0.13676736822486057,1.0135391049453597
36,0.4037020755027766,1.6516883077719389,0.18876215367163524,-0.5662983866284506,0.32601481924695425,-0.9439526668572014,0.5654130834167366,1.0385150955516107
37,-0.01759557797442507,2.676127414253992,0.144362550555503,-0.9707763624432475,0.5602328029275766,-0.5743119165443566,-0.2611087289050115,1.0175970566037968
38,-0.2597151705659866,2.1075729366542166,0.44191188746479804,-1.2423368299540385,0.7631918775613264,-0.48484369490107,-0.4886610454516651,1.0207986403554714
39,0.03443945601060222,2.4844797021790193,0.47007784760360605,-1.0284900546087263,0.3111328108250199,-0.4101649075471679,0.062136412990651424,1.0105371924376854
40,0.5433822562319174,1.8246706718397403,0.06663153363135876,-0.22593632997093294,0.2484011914798633,-1.085905094298273,0.20717918863675272,1.0356280139515646
41,0.5949763788623071,1.4461996715328522,0.6485042508664386,-0.5724315427793245,0.23128628487286684,-1.0950082010613527,-0.5046035733591296,1.0089726825603398
42,0.07727856266312105,0.8148141165437195,-0.0553842795438933,-0.682537478476271,0.7261304086567874,-0.4727427273355596,-0.17485644321818367,1.022194485057384
43,0.8821983770598627,1.4165788781740076,0.4327999059689035,-0.9528920498438149,0.04525466364976555,-1.0827598416901392,-0.06544567718167638,1.0054049382576682
44,0.648159398792503,1.2561331503595528,0.21349129946002227,-0.940164752518825,0.48425752012602513,-1.0550603918057326,-0.28395718185894536,1.0032035508503634
45,0.452214675550397,1.8186725842462546,0.42099136996041203,-1.0695173620616139,0.4848726664442944,-0.6999759744109229,-0.6931017604133255,1.010596088701239
46,-0.587044989696383,0.5318898968644733,0.9165470632844496,-0.9726077229014624,0.6845608741968927,-0.40911699473626834,-0.40630383340839904,1.0307769294872706
